,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,interest_rate,is_renter,state_grouped,log_transformed_annual_income,log_transformed_debit_to_income,months_since_last_delinq,inquiries_last_12m,months_since_90d_late,accounts_opened_24m,num_active_debit_accounts,total_debit_limit,num_mort_accounts,account_never_delinq_percent,public_record_bankrupt,interest_rate,square_months_since_last_delinq,never_late_payment,delinq_risk_category,log_total_debit_limit,log_num_active_debit_accounts,has_bankruptcy,loan_purpose,application_type,loan_amount,installment,interest_rate
3761,10.0,MA,MORTGAGE,95000.0,Source Verified,14.31,7.97,0,other,11.461642696843066,2.7285062096695922,78.0,12,129.0,20,4,35500,2,98.0,0,7.97,6084.0,1,Low Risk,10.477316144080852,1.6094379124341003,0,other,individual,40000,1252.91,7.97
3762,10.0,FL,MORTGAGE,144000.0,Source Verified,9.81,15.04,0,FL,11.87757552297847,2.3804716316511167,24.0,6,129.0,4,7,38200,2,96.8,1,15.04,576.0,1,Low Risk,10.5506169722625,2.0794415416798357,1,debt_consolidation,individual,25000,595.28,15.04
3763,10.0,MD,MORTGAGE,70000.0,Verified,16.68,19.03,0,other,11.156264806643742,2.8724340572094973,119.0,8,129.0,9,1,7300,4,100.0,0,19.03,14161.0,1,Perfect,8.895766604056085,0.6931471805599453,0,home_improvement,individual,30000,1100.14,19.03
3764,3.0,VA,RENT,61000.0,Not Verified,15.78,15.05,1,other,11.0186455364637,2.8201877010390604,14.0,2,129.0,2,6,46500,0,93.3,0,15.05,196.0,1,Moderate Risk,10.747229096720554,1.9459101490553132,0,debt_consolidation,individual,7200,249.77,15.05
3765,6.0,NY,RENT,57000.0,Not Verified,9.6,9.44,1,NY,10.950824090522445,2.3608540011180215,119.0,0,129.0,1,2,14900,0,100.0,0,9.44,14161.0,1,Perfect,9.60918360377546,1.0986122886681098,0,debt_consolidation,individual,8000,256.04,9.44
3766,7.0,NY,RENT,60000.0,Not Verified,15.81,14.07,1,NY,11.002116507732017,2.8219739474205245,119.0,1,129.0,5,1,26400,0,100.0,0,14.07,14161.0,1,Perfect,10.181157167204903,0.6931471805599453,0,other,individual,30000,699.14,14.07
3767,4.0,NY,RENT,60000.0,Source Verified,7.94,9.43,1,NY,11.002116507732017,2.190535589185423,69.0,2,129.0,0,3,34200,0,50.0,0,9.43,4761.0,1,High Risk,10.440010162389305,1.3862943611198906,0,credit_card,individual,10000,320.01,9.43
3768,1.0,CA,RENT,32000.0,Source Verified,7.01,10.91,1,CA,10.373522431293592,2.080690761080268,119.0,3,129.0,2,0,1500,0,100.0,0,10.91,14161.0,1,Perfect,7.313886831633462,0.0,0,other,individual,3000,98.09,10.91
3769,1.0,CT,RENT,37000.0,Not Verified,13.82,19.42,1,other,10.518700218288165,2.695977619867941,119.0,0,129.0,1,2,4000,0,100.0,0,19.42,14161.0,1,Perfect,8.294299608857235,1.0986122886681098,0,other,individual,4475,164.99,19.42
3770,6.0,SC,OWN,17000.0,Verified,5.58,10.42,0,other,9.741027444837728,1.884034745337226,119.0,3,129.0,3,2,6000,0,100.0,1,10.42,14161.0,1,Perfect,8.699681400989514,1.0986122886681098,1,debt_consolidation,individual,9500,308.42,10.42
3771,6.0,NY,RENT,70000.0,Source Verified,0.52,9.93,1,NY,11.156264806643742,0.41871033485818504,119.0,2,129.0,9,3,26700,0,100.0,0,9.93,14161.0,1,Perfect,10.192456296870509,1.3862943611198906,0,other,individual,35000,742.45,9.93
3772,4.0,PA,RENT,55213.0,Source Verified,24.69,14.07,1,other,10.918971823296669,3.2461018111217923,119.0,0,129.0,3,4,20000,0,95.5,0,14.07,14161.0,1,Low Risk,9.90353755128617,1.6094379124341003,0,credit_card,individual,9000,307.91,14.07
3773,10.0,OH,RENT,48000.0,Not Verified,37.9,18.45,1,OH,10.778977123006351,3.6609942506244004,28.0,5,129.0,3,2,32000,1,93.3,0,18.45,784.0,1,Moderate Risk,10.373522431293592,1.0986122886681098,0,major_purchase,individual,20000,727.58,18.45
3774,5.0,WA,RENT,84500.0,Not Verified,17.24,11.99,1,other,11.344518647594766,2.9036169846461855,14.0,0,129.0,0,3,12300,0,87.5,0,11.99,196.0,1,Moderate Risk,9.417435838868785,1.3862943611198906,0,other,individual,20000,664.2,11.99
3775,0.0,TX,RENT,50000.0,Source Verified,8.38,10.41,1,TX,10.819798284210286,2.238579763018133,119.0,1,129.0,3,6,37300,0,100.0,0,10.41,14161.0,1,Perfect,10.526775414924009,1.9459101490553132,0,credit_card,individual,20000,649.21,10.41
3776,6.0,NJ,RENT,70000.0,Not Verified,15.65,9.93,1,NJ,11.156264806643742,2.8124102164264526,119.0,0,129.0,3,4,49000,0,97.4,1,9.93,14161.0,1,Low Risk,10.799595985047786,1.6094379124341003,1,debt_consolidation,individual,28000,593.96,9.93
3777,10.0,OR,RENT,53000.0,Not Verified,21.42,7.35,1,other,10.87806606028079,3.109953417644014,119.0,1,129.0,2,2,10100,0,100.0,0,7.35,14161.0,1,Perfect,9.220389707829185,1.0986122886681098,0,credit_card,individual,4800,148.98,7.35
3778,6.0,IN,OWN,60000.0,Source Verified,14.6,11.99,0,other,11.002116507732017,2.747270914255491,28.0,3,129.0,2,4,11300,0,95.5,1,11.99,784.0,1,Low Risk,9.332646496360152,1.6094379124341003,1,credit_card,individual,15000,498.15,11.99
3779,2.0,UT,RENT,51000.0,Verified,22.49,9.92,1,other,10.839600519357369,3.1565747986708215,119.0,1,129.0,2,2,6500,0,100.0,0,9.92,14161.0,1,Perfect,8.77971129020447,1.0986122886681098,0,debt_consolidation,joint,19200,618.81,9.92
3780,0.0,CA,MORTGAGE,160000.0,Source Verified,9.42,12.61,0,CA,11.982935344196433,2.343727036325221,31.0,1,129.0,9,5,18100,1,90.9,1,12.61,961.0,1,Moderate Risk,9.803722464346553,1.791759469228055,1,debt_consolidation,individual,32000,1072.21,12.61
3781,10.0,KS,MORTGAGE,45000.0,Source Verified,28.45,11.98,0,other,10.714439990727769,3.3826939100975957,38.0,0,129.0,3,3,33700,5,88.9,0,11.98,1444.0,1,Moderate Risk,10.425282789490705,1.3862943611198906,0,debt_consolidation,individual,12000,266.82,11.98
3782,10.0,MI,MORTGAGE,50000.0,Not Verified,29.26,9.93,0,other,10.819798284210286,3.40982670836021,48.0,1,129.0,2,6,31600,2,94.7,0,9.93,2304.0,1,Moderate Risk,10.360944044643913,1.9459101490553132,0,credit_card,individual,13000,419.05,9.93
3783,2.0,TN,MORTGAGE,46000.0,Source Verified,8.71,7.35,0,other,10.736418414365376,2.2731562823032334,119.0,0,129.0,2,1,1800,1,100.0,1,7.35,14161.0,1,Perfect,7.496097345175956,0.6931471805599453,1,credit_card,individual,7500,232.79,7.35
3784,9.0,MA,RENT,38990.47,Not Verified,16.47,9.92,1,other,10.571098183240807,2.8604851241459652,119.0,0,129.0,2,1,9000,0,100.0,0,9.92,14161.0,1,Perfect,9.105090961257085,0.6931471805599453,0,debt_consolidation,individual,10000,322.3,9.92
3785,0.0,FL,MORTGAGE,92000.0,Not Verified,11.64,9.43,0,FL,11.429554725537322,2.5368663887187113,119.0,3,129.0,5,7,15100,1,100.0,1,9.43,14161.0,1,Perfect,9.62251624577579,2.0794415416798357,1,debt_consolidation,individual,10000,320.01,9.43
3786,1.0,CA,RENT,90000.0,Source Verified,18.87,12.61,1,CA,11.407576060361786,2.9892110565637253,11.0,1,129.0,5,4,117500,0,100.0,0,12.61,121.0,1,Perfect,11.674202123168433,1.6094379124341003,0,major_purchase,individual,30000,1005.2,12.61
3787,6.0,TN,OWN,22000.0,Source Verified,32.24,17.47,0,other,9.99884318585288,3.5037539699872475,119.0,3,129.0,2,1,800,1,100.0,0,17.47,14161.0,1,Perfect,6.68586094706836,0.6931471805599453,0,debt_consolidation,joint,15825,567.92,17.47
3788,6.0,TX,MORTGAGE,25200.0,Verified,84.68,15.05,0,TX,10.134638955251866,4.450619426139493,20.0,6,129.0,6,8,55100,4,97.9,0,15.05,400.0,1,Low Risk,10.916923143796645,2.1972245773362196,0,credit_card,joint,33300,793.08,15.05
3789,10.0,VA,MORTGAGE,53000.0,Not Verified,33.55,5.32,0,other,10.87806606028079,3.542407550213679,119.0,0,129.0,2,3,51500,2,100.0,0,5.32,14161.0,1,Perfect,10.849356503939038,1.3862943611198906,0,home_improvement,joint,8400,252.97,5.32
3790,10.0,CA,RENT,70866.0,Not Verified,20.22,13.59,1,CA,11.168560159879675,3.054944133185837,119.0,1,129.0,2,5,36100,1,100.0,1,13.59,14161.0,1,Perfect,10.494075844768336,1.791759469228055,1,debt_consolidation,individual,12000,276.68,13.59
3791,8.0,OK,MORTGAGE,43000.0,Source Verified,38.26,14.08,0,other,10.668978650219241,3.670206188848315,119.0,2,129.0,8,2,14900,3,100.0,0,14.08,14161.0,1,Perfect,9.60918360377546,1.0986122886681098,0,debt_consolidation,joint,30000,699.3,14.08
3792,6.0,GA,MORTGAGE,70000.0,Verified,4.15,7.97,0,GA,11.156264806643742,1.6389967146756448,43.0,0,129.0,4,2,20500,1,78.6,1,7.97,1849.0,1,High Risk,9.928228944424575,1.0986122886681098,1,debt_consolidation,individual,30000,939.68,7.97
3793,3.0,TX,MORTGAGE,35000.0,Verified,37.31,10.42,0,TX,10.463131911491967,3.6457109587125576,47.0,1,129.0,2,4,10800,3,93.5,0,10.42,2209.0,1,Moderate Risk,9.287394001418473,1.6094379124341003,0,other,joint,16000,343.27,10.42
3794,10.0,NY,OWN,113000.0,Not Verified,16.99,7.97,0,NY,11.635151947212842,2.8898160479624417,119.0,1,129.0,6,6,64900,1,100.0,0,7.97,14161.0,1,Perfect,11.080618310893968,1.9459101490553132,0,debt_consolidation,individual,10000,313.23,7.97
3795,0.0,CA,RENT,82000.0,Not Verified,31.32,15.04,1,CA,11.314486721293981,3.4756862336528944,76.0,1,129.0,2,2,10800,0,95.2,1,15.04,5776.0,1,Low Risk,9.287394001418473,1.0986122886681098,1,debt_consolidation,individual,12000,285.74,15.04
3796,10.0,OH,MORTGAGE,92000.0,Source Verified,29.21,15.04,0,OH,11.429554725537322,3.4081729953985804,119.0,1,129.0,9,8,54400,3,100.0,0,15.04,14161.0,1,Perfect,10.904137815028022,2.1972245773362196,0,debt_consolidation,joint,19500,676.36,15.04
3797,10.0,OH,MORTGAGE,70900.0,Source Verified,42.5,26.3,0,OH,11.16903981679311,3.7727609380946383,119.0,3,129.0,3,4,24900,0,100.0,0,26.3,14161.0,1,Perfect,10.122663242288953,1.6094379124341003,0,debt_consolidation,joint,35000,1054.15,26.3
3798,4.0,CA,RENT,75000.0,Verified,22.96,12.62,1,CA,11.225256725762893,3.1763857732472487,119.0,0,129.0,3,2,22200,0,100.0,0,12.62,14161.0,1,Perfect,10.007892611890918,1.0986122886681098,0,credit_card,individual,33600,1125.98,12.62
3799,2.0,TX,MORTGAGE,98000.0,Verified,31.73,24.85,0,TX,11.49273296168228,3.4882920885130893,119.0,3,129.0,2,5,39000,3,100.0,0,24.85,14161.0,1,Perfect,10.571342565808699,1.791759469228055,0,credit_card,individual,29400,860.35,24.85
3800,6.0,FL,RENT,130000.0,Verified,7.54,6.71,1,FL,11.775297421715827,2.1447610078004784,28.0,1,43.0,5,5,33200,2,71.0,0,6.71,784.0,0,High Risk,10.410335274932896,1.791759469228055,0,other,individual,40000,1229.79,6.71
3801,10.0,OR,MORTGAGE,300000.0,Verified,13.77,10.91,0,other,12.611541086966115,2.6925980965432883,119.0,2,129.0,5,4,60000,4,100.0,0,10.91,14161.0,1,Perfect,11.002116507732017,1.6094379124341003,0,debt_consolidation,individual,35000,1144.37,10.91
3802,7.0,NY,RENT,54059.5,Source Verified,1.04,16.02,1,NY,10.897859068770279,0.712949807856125,17.0,0,17.0,0,2,10900,1,77.8,0,16.02,289.0,0,High Risk,9.296609807128359,1.0986122886681098,0,debt_consolidation,individual,30000,1055.01,16.02
3803,0.0,OH,MORTGAGE,60000.0,Source Verified,31.14,19.03,0,OH,11.002116507732017,3.4701013603093664,36.0,4,40.0,6,1,5400,5,86.2,0,19.03,1296.0,0,Moderate Risk,8.594339400592892,0.6931471805599453,0,debt_consolidation,joint,15000,389.36,19.03
3804,10.0,NY,RENT,18000.0,Verified,35.26,10.91,1,NY,9.798182590890704,3.590715205326705,119.0,3,129.0,12,2,4500,0,100.0,0,10.91,14161.0,1,Perfect,8.412054873292933,1.0986122886681098,0,debt_consolidation,individual,1500,49.05,10.91
3805,8.0,PA,MORTGAGE,95000.0,Source Verified,15.75,13.58,0,other,11.461642696843066,2.8183982582710754,37.0,3,37.0,6,2,4600,2,93.8,0,13.58,1369.0,0,Moderate Risk,8.434028950155469,1.0986122886681098,0,debt_consolidation,individual,15000,509.61,13.58
3806,1.0,IN,RENT,145000.0,Source Verified,26.92,6.72,1,other,11.884495917930655,3.329343277894172,119.0,3,129.0,4,15,117700,1,100.0,0,6.72,14161.0,1,Perfect,11.675902789388996,2.772588722239781,0,credit_card,individual,33250,1022.42,6.72
3807,10.0,HI,RENT,65000.0,Not Verified,15.32,14.08,1,other,11.082157933374816,2.792391349535961,13.0,1,32.0,7,4,27300,0,100.0,0,14.08,169.0,0,Perfect,10.214678610538817,1.6094379124341003,0,debt_consolidation,individual,25000,582.75,14.08
3808,6.0,SC,MORTGAGE,214458.0,Source Verified,0.47,6.08,0,other,12.27587385688907,0.3852624007906449,119.0,3,129.0,4,3,110600,2,100.0,0,6.08,14161.0,1,Perfect,11.613684409620816,1.3862943611198906,0,other,individual,35000,1066.04,6.08
3809,2.0,CA,RENT,32357.0,Not Verified,10.42,7.96,1,CA,10.384616564565283,2.435366204227864,119.0,2,129.0,3,2,11200,0,100.0,0,7.96,14161.0,1,Perfect,9.32375833901174,1.0986122886681098,0,debt_consolidation,individual,5500,172.25,7.96
3810,10.0,CO,MORTGAGE,70000.0,Verified,33.39,17.47,0,other,11.156264806643742,3.537765824444175,59.0,7,59.0,4,5,17100,2,96.0,0,17.47,3481.0,0,Low Risk,9.746892220313054,1.791759469228055,0,credit_card,individual,16000,401.7,17.47
3811,1.0,TX,RENT,52000.0,Verified,27.44,20.0,1,TX,10.859018228147887,3.34779660493504,119.0,1,129.0,2,4,7300,0,100.0,0,20.0,14161.0,1,Perfect,8.895766604056085,1.6094379124341003,0,other,individual,8000,297.31,20.0
3812,0.0,VA,RENT,60000.0,Source Verified,2.4,6.07,1,other,11.002116507732017,1.2237754316221157,119.0,0,129.0,1,2,34200,0,100.0,0,6.07,14161.0,1,Perfect,10.440010162389305,1.0986122886681098,0,other,individual,16000,487.26,6.07
3813,8.0,OK,MORTGAGE,88944.0,Not Verified,18.43,13.58,0,other,11.39577348015937,2.9668182633893485,22.0,9,34.0,2,2,6200,1,82.4,0,13.58,484.0,0,Moderate Risk,8.732465848349879,1.0986122886681098,0,other,individual,3200,108.72,13.58
3814,3.0,CT,MORTGAGE,100000.0,Not Verified,18.0,15.05,0,other,11.51293546492023,2.9444389791664403,25.0,2,129.0,3,3,12500,1,92.0,0,15.05,625.0,1,Moderate Risk,9.433563920090563,1.3862943611198906,0,debt_consolidation,individual,40000,952.65,15.05
3815,1.0,MA,MORTGAGE,40000.0,Verified,0.02,5.32,0,other,10.596659732783579,0.019802627296179712,22.0,0,129.0,2,1,18600,3,76.5,0,5.32,484.0,1,High Risk,9.83097062169695,0.6931471805599453,0,credit_card,joint,20000,602.3,5.32
3816,10.0,TX,MORTGAGE,100000.0,Not Verified,15.59,5.31,0,TX,11.51293546492023,2.808800104202353,119.0,2,129.0,2,3,26300,3,100.0,1,5.31,14161.0,1,Perfect,10.177362240256695,1.3862943611198906,1,debt_consolidation,individual,10000,301.11,5.31
3817,10.0,MA,MORTGAGE,60000.0,Verified,1.52,17.47,0,other,11.002116507732017,0.9242589015233319,17.0,2,129.0,2,2,3200,2,66.7,0,17.47,289.0,1,High Risk,8.071218539969863,1.0986122886681098,0,home_improvement,individual,20000,502.12,17.47
3818,10.0,MN,MORTGAGE,80000.0,Verified,28.65,12.62,0,other,11.289794413577894,3.3894621254437345,119.0,1,42.0,3,5,14850,1,95.0,0,12.62,14161.0,0,Moderate Risk,9.605822482030945,1.791759469228055,0,debt_consolidation,individual,22000,496.3,12.62
3819,3.0,GA,RENT,55000.0,Source Verified,24.0,25.82,1,GA,10.915106645867503,3.2188758248682006,119.0,3,25.0,10,10,14050,0,91.0,0,25.82,14161.0,0,Moderate Risk,9.55044884660634,2.3978952727983707,0,debt_consolidation,individual,12475,372.18,25.82
3820,1.0,CO,RENT,50000.0,Verified,18.67,17.09,1,other,10.819798284210286,2.979094632400968,119.0,1,129.0,3,1,19000,0,100.0,0,17.09,14161.0,1,Perfect,9.852246888342531,0.6931471805599453,0,debt_consolidation,individual,35000,871.54,17.09
3821,6.0,TX,OWN,48000.0,Not Verified,22.05,13.58,0,TX,10.778977123006351,3.1376657694426577,4.0,2,129.0,3,5,24200,1,85.2,0,13.58,16.0,1,Moderate Risk,10.094149233605084,1.791759469228055,0,debt_consolidation,individual,12000,407.69,13.58
3822,10.0,IL,MORTGAGE,110000.0,Verified,30.82,15.04,0,IL,11.608244735642321,3.4600950229096408,119.0,2,129.0,5,3,41900,5,100.0,0,15.04,14161.0,1,Perfect,10.643064971973882,1.3862943611198906,0,other,joint,40000,952.44,15.04
3823,3.0,CT,MORTGAGE,60000.0,Not Verified,14.74,10.91,0,other,11.002116507732017,2.756205242989257,119.0,1,129.0,4,6,17300,1,100.0,0,10.91,14161.0,1,Perfect,9.758519582283522,1.9459101490553132,0,debt_consolidation,individual,11500,376.01,10.91
3824,10.0,TX,MORTGAGE,125000.0,Not Verified,9.51,9.43,0,TX,11.736077016252437,2.3523271848888596,4.0,3,22.0,3,3,6650,2,56.0,0,9.43,16.0,0,High Risk,8.802522498284421,1.3862943611198906,0,major_purchase,individual,4000,128.01,9.43
3825,10.0,NJ,MORTGAGE,46000.0,Verified,8.84,11.98,0,NJ,10.736418414365376,2.286455711064162,119.0,2,129.0,9,2,29800,6,100.0,0,11.98,14161.0,1,Perfect,10.30229722897745,1.0986122886681098,0,home_improvement,individual,16000,355.75,11.98
3826,7.0,ID,MORTGAGE,80000.0,Verified,37.61,10.41,0,other,11.289794413577894,3.653511310276145,30.0,2,129.0,10,5,39600,2,92.0,0,10.41,900.0,1,Moderate Risk,10.586609649448985,1.791759469228055,0,other,individual,6000,194.77,10.41
3827,10.0,MA,RENT,75000.0,Not Verified,12.91,12.62,1,other,11.225256725762893,2.6326080059353516,76.0,2,129.0,3,3,35300,0,91.7,0,12.62,5776.0,1,Moderate Risk,10.471666571132038,1.3862943611198906,0,major_purchase,individual,11000,248.15,12.62
3828,10.0,IL,MORTGAGE,75000.0,Not Verified,22.98,9.44,0,IL,11.225256725762893,3.177220149599368,119.0,1,129.0,5,8,26800,0,100.0,0,9.44,14161.0,1,Perfect,10.196194479235656,2.1972245773362196,0,debt_consolidation,individual,5000,160.03,9.44
3829,10.0,CO,OWN,92000.0,Source Verified,26.56,13.59,0,other,11.429554725537322,3.3163654461454577,12.0,3,16.0,3,2,8400,1,100.0,0,13.59,144.0,0,Perfect,9.036106025364846,1.0986122886681098,0,credit_card,joint,7000,237.86,13.59
3830,10.0,FL,MORTGAGE,83000.0,Verified,16.98,30.94,0,FL,11.326607934898927,2.8892600290434745,119.0,5,129.0,7,9,116200,2,100.0,0,30.94,14161.0,1,Perfect,11.663076729214897,2.302585092994046,0,other,individual,35000,1503.89,30.94
3831,1.0,CA,OWN,185000.0,Verified,23.77,18.06,0,CA,12.128116509451258,3.209633243501268,119.0,3,129.0,5,3,32000,3,100.0,0,18.06,14161.0,1,Perfect,10.373522431293592,1.3862943611198906,0,debt_consolidation,individual,35000,889.92,18.06
3832,10.0,MO,OWN,50000.0,Source Verified,38.33,13.58,0,other,10.819798284210286,3.671987586443718,119.0,1,129.0,1,3,20200,2,100.0,0,13.58,14161.0,1,Perfect,9.913487387114461,1.3862943611198906,0,home_improvement,individual,8400,285.39,13.58
3833,2.0,CA,MORTGAGE,150000.0,Not Verified,9.7,7.97,0,CA,11.918397239722838,2.3702437414678603,21.0,4,129.0,13,1,44800,2,97.3,0,7.97,441.0,1,Low Risk,10.709985739582528,0.6931471805599453,0,debt_consolidation,individual,5000,156.62,7.97
3834,5.0,TX,RENT,190000.0,Source Verified,3.33,6.72,1,TX,12.154784614286667,1.4655675420143985,46.0,2,129.0,2,1,43800,0,91.7,0,6.72,2116.0,1,Moderate Risk,10.687411927154141,0.6931471805599453,0,other,individual,30000,922.48,6.72
3835,3.0,CA,RENT,32000.0,Not Verified,16.65,9.92,1,CA,10.373522431293592,2.8707357833793057,69.0,0,69.0,3,5,30300,0,90.0,1,9.92,4761.0,0,Moderate Risk,10.318935994253193,1.791759469228055,1,credit_card,individual,10000,322.3,9.92
3836,2.0,NY,RENT,53000.0,Source Verified,25.38,10.9,1,NY,10.87806606028079,3.2726061472891685,37.0,3,76.0,5,2,8900,0,89.5,0,10.9,1369.0,0,Moderate Risk,9.093918908958932,1.0986122886681098,0,debt_consolidation,individual,3000,98.08,10.9
3837,10.0,WI,MORTGAGE,70000.0,Verified,17.38,20.39,0,other,11.156264806643742,2.911263116927541,24.0,4,129.0,4,0,0,4,96.8,1,20.39,576.0,1,Low Risk,0.0,0.0,1,debt_consolidation,individual,10500,280.47,20.39
3838,4.0,MO,OWN,28740.0,Not Verified,22.05,10.9,0,other,10.266079953738897,3.1376657694426577,119.0,11,129.0,2,3,5100,3,100.0,0,10.9,14161.0,1,Perfect,8.537191877922927,1.3862943611198906,0,debt_consolidation,joint,10000,326.92,10.9
3839,1.0,MD,RENT,23000.0,Source Verified,2.35,7.35,1,other,10.043292972227004,1.208960345836975,119.0,1,129.0,1,1,7500,0,100.0,0,7.35,14161.0,1,Perfect,8.922791623969637,0.6931471805599453,0,other,individual,13200,409.7,7.35
3840,10.0,NY,RENT,70000.0,Not Verified,9.43,11.99,1,NY,11.156264806643742,2.344686269012681,23.0,1,49.0,4,3,8600,0,77.8,0,11.99,529.0,0,High Risk,9.059633754551479,1.3862943611198906,0,other,individual,5000,166.05,11.99
3841,2.0,GA,MORTGAGE,125000.0,Source Verified,19.81,7.96,0,GA,11.736077016252437,3.035433640405543,41.0,2,41.0,4,2,5000,4,93.9,0,7.96,1681.0,0,Moderate Risk,8.517393171418904,1.0986122886681098,0,debt_consolidation,individual,10000,313.18,7.96
3842,10.0,VA,RENT,120000.0,Verified,22.14,9.93,1,other,11.695255355062795,3.1415627217655304,119.0,3,129.0,6,12,78890,0,100.0,0,9.93,14161.0,1,Perfect,11.275822431886601,2.5649493574615367,0,debt_consolidation,individual,15000,483.52,9.93
3843,8.0,FL,MORTGAGE,98000.0,Verified,14.74,9.43,0,FL,11.49273296168228,2.756205242989257,58.0,2,129.0,3,3,25500,3,95.8,0,9.43,3364.0,1,Low Risk,10.146472946063877,1.3862943611198906,0,debt_consolidation,individual,40000,838.71,9.43
3844,10.0,CA,MORTGAGE,80000.0,Verified,13.95,7.97,0,CA,11.289794413577894,2.7047112998366956,119.0,6,129.0,8,2,12500,6,100.0,0,7.97,14161.0,1,Perfect,9.433563920090563,1.0986122886681098,0,credit_card,individual,10000,313.23,7.97
3845,10.0,PA,MORTGAGE,34451.0,Verified,13.24,16.01,0,other,10.447322329909063,2.65605490598383,119.0,0,129.0,1,2,10500,3,100.0,0,16.01,14161.0,1,Perfect,9.259225769705994,1.0986122886681098,0,debt_consolidation,individual,10000,243.24,16.01
3846,2.0,CA,RENT,42000.0,Source Verified,1.63,10.42,1,CA,10.645448706505872,0.9669838461896731,10.0,0,10.0,2,2,4900,0,77.8,0,10.42,100.0,0,High Risk,8.497194544909547,1.0986122886681098,0,other,individual,24000,779.16,10.42
3847,5.0,CA,RENT,34000.0,Not Verified,21.53,7.96,1,CA,10.434145214930487,3.114847754444153,119.0,0,129.0,1,2,3200,0,100.0,0,7.96,14161.0,1,Perfect,8.071218539969863,1.0986122886681098,0,debt_consolidation,individual,3000,93.96,7.96
3848,10.0,TX,MORTGAGE,45000.0,Not Verified,15.48,9.44,0,TX,10.714439990727769,2.8021475244813256,119.0,3,129.0,11,4,87800,1,100.0,0,9.44,14161.0,1,Perfect,11.382828169079987,1.6094379124341003,0,debt_consolidation,joint,15000,480.08,9.44
3849,0.0,PA,OWN,15250.0,Source Verified,1.97,7.35,0,other,9.632400353656184,1.0885619528146082,119.0,0,129.0,0,1,15900,0,100.0,0,7.35,14161.0,1,Perfect,9.674137279312397,0.6931471805599453,0,other,individual,4000,124.15,7.35
3850,10.0,TN,MORTGAGE,136000.0,Verified,25.59,11.99,0,other,11.820417517632333,3.2805352052549286,44.0,3,129.0,3,9,78200,2,95.5,0,11.99,1936.0,1,Low Risk,11.267037714175425,2.302585092994046,0,other,individual,40000,889.58,11.99
3851,7.0,TX,MORTGAGE,155000.0,Source Verified,10.91,12.62,0,TX,11.951186847493476,2.477378383367209,7.0,4,129.0,10,6,57300,7,93.0,0,12.62,49.0,1,Moderate Risk,10.956073354557526,1.9459101490553132,0,debt_consolidation,individual,10000,335.12,12.62
3852,3.0,OH,MORTGAGE,45000.0,Verified,30.93,26.77,0,OH,10.714439990727769,3.4635460067266908,119.0,1,129.0,7,3,52000,0,100.0,0,26.77,14161.0,1,Perfect,10.859018228147887,1.3862943611198906,0,debt_consolidation,individual,30000,911.95,26.77
3853,7.0,UT,MORTGAGE,65000.0,Not Verified,18.01,6.72,0,other,11.082157933374816,2.944965156500338,119.0,1,129.0,5,3,32300,3,100.0,1,6.72,14161.0,1,Perfect,10.382853468483827,1.3862943611198906,1,other,individual,24000,737.99,6.72
3854,6.0,IN,MORTGAGE,40000.0,Not Verified,9.17,5.32,0,other,10.596659732783579,2.3194422100604686,67.0,1,129.0,4,3,10500,1,94.4,0,5.32,4489.0,1,Moderate Risk,9.259225769705994,1.3862943611198906,0,debt_consolidation,individual,6000,180.69,5.32
3855,3.0,VA,RENT,72500.0,Verified,15.74,9.44,1,other,11.19135563385109,2.8178010650613294,37.0,7,129.0,8,10,42000,0,95.8,0,9.44,1369.0,1,Low Risk,10.645448706505872,2.3978952727983707,0,other,individual,1500,48.01,9.44
3856,10.0,NJ,MORTGAGE,84279.78,Verified,10.32,9.92,0,NJ,11.341909122740036,2.4265710727750367,119.0,0,129.0,0,2,30100,3,100.0,0,9.92,14161.0,1,Perfect,10.31231367277647,1.0986122886681098,0,other,individual,40000,848.31,9.92
3857,10.0,GA,OWN,83000.0,Source Verified,3.68,12.61,0,GA,11.326607934898927,1.5432981099295553,46.0,2,46.0,4,3,14400,0,86.7,0,12.61,2116.0,0,Moderate Risk,9.575052927597383,1.3862943611198906,0,other,individual,30000,676.62,12.61
3858,0.0,CA,RENT,45000.0,Not Verified,27.76,7.34,1,CA,10.714439990727769,3.358985532852846,119.0,0,129.0,2,6,55400,0,100.0,0,7.34,14161.0,1,Perfect,10.922352923113982,1.9459101490553132,0,credit_card,individual,14000,279.47,7.34
3859,6.0,NC,MORTGAGE,95000.0,Not Verified,21.88,9.93,0,other,11.461642696843066,3.130263166511597,119.0,0,129.0,0,2,33500,1,100.0,0,9.93,14161.0,1,Perfect,10.419330568113901,1.0986122886681098,0,debt_consolidation,individual,17000,360.62,9.93
3860,2.0,NY,RENT,35000.0,Not Verified,3.98,14.08,1,NY,10.463131911491967,1.6054298910365616,119.0,5,129.0,4,3,11000,0,100.0,0,14.08,14161.0,1,Perfect,9.305741456739435,1.3862943611198906,0,debt_consolidation,individual,3200,109.5,14.08
3861,8.0,PA,RENT,166000.0,Verified,8.99,7.35,1,other,12.019749091416921,2.301584592660462,119.0,4,129.0,4,1,33000,2,100.0,0,7.35,14161.0,1,Perfect,10.404293143019792,0.6931471805599453,0,credit_card,individual,23000,713.86,7.35
