,months_since_last_delinq,inquiries_last_12m,months_since_90d_late,accounts_opened_24m,num_active_debit_accounts,total_debit_limit,num_mort_accounts,account_never_delinq_percent,public_record_bankrupt,interest_rate,square_months_since_last_delinq,never_late_payment,delinq_risk_category,log_total_debit_limit,log_num_active_debit_accounts,has_bankruptcy
4221,76.0,4,76.0,1,3,32400,3,91.7,0,7.96,5776.0,0,Moderate Risk,10.385944565501662,1.3862943611198906,0
4222,51.0,1,129.0,2,3,11100,0,84.6,0,14.08,2601.0,1,Moderate Risk,9.314790473332646,1.3862943611198906,0
4223,119.0,0,129.0,2,0,30700,0,100.0,0,5.32,14161.0,1,Perfect,10.332050506334692,0.0,0
4224,119.0,3,129.0,5,2,27500,1,100.0,0,7.97,14161.0,1,Perfect,10.221977646629885,1.0986122886681098,0
4225,5.0,2,5.0,10,4,20100,0,94.7,0,9.43,25.0,0,Moderate Risk,9.908524844053396,1.6094379124341003,0
4226,49.0,0,129.0,1,4,8700,3,84.6,0,17.09,2401.0,1,Moderate Risk,9.071193240566025,1.6094379124341003,0
4227,119.0,2,129.0,3,6,44900,4,100.0,0,20.39,14161.0,1,Perfect,10.712215345197256,1.9459101490553132,0
4228,119.0,0,129.0,2,4,63500,4,100.0,0,5.31,14161.0,1,Perfect,11.05881093278828,1.6094379124341003,0
4229,119.0,1,129.0,8,2,19300,0,100.0,0,6.72,14161.0,1,Perfect,9.867912187022208,1.0986122886681098,0
4230,22.0,1,129.0,3,4,45600,0,95.8,0,10.41,484.0,1,Low Risk,10.727684925086583,1.6094379124341003,0
4231,40.0,1,40.0,4,3,24100,0,94.7,0,9.44,1600.0,0,Moderate Risk,10.090008612393838,1.3862943611198906,0
4232,119.0,0,129.0,0,5,34060,1,100.0,0,12.62,14161.0,1,Perfect,10.43590831373871,1.791759469228055,0
4233,119.0,0,129.0,3,4,98700,0,100.0,0,11.98,14161.0,1,Perfect,11.499850357082506,1.6094379124341003,0
4234,119.0,2,129.0,6,1,1800,0,100.0,1,7.96,14161.0,1,Perfect,7.496097345175956,0.6931471805599453,1
4235,119.0,0,129.0,4,3,88000,3,100.0,0,6.72,14161.0,1,Perfect,11.385103457032141,1.3862943611198906,0
4236,119.0,5,129.0,4,4,16700,1,100.0,0,14.07,14161.0,1,Perfect,9.723223876851618,1.6094379124341003,0
4237,119.0,0,129.0,4,0,700,1,100.0,1,9.92,14161.0,1,Perfect,6.55250788703459,0.0,1
4238,119.0,1,129.0,2,5,51600,1,100.0,0,9.44,14161.0,1,Perfect,10.851296331126829,1.791759469228055,0
4239,31.0,5,129.0,2,1,2000,0,90.0,0,10.91,961.0,1,Moderate Risk,7.601402334583733,0.6931471805599453,0
4240,12.0,1,18.0,3,4,41400,2,90.3,0,14.08,144.0,0,Moderate Risk,10.63106031411106,1.6094379124341003,0
4241,119.0,1,129.0,8,8,77100,1,100.0,0,16.01,14161.0,1,Perfect,11.252871529635922,2.1972245773362196,0
4242,27.0,3,27.0,6,3,8500,1,97.4,1,18.45,729.0,0,Low Risk,9.04793908261736,1.3862943611198906,1
4243,47.0,2,129.0,5,10,66500,4,93.8,0,15.05,2209.0,1,Moderate Risk,11.104972264124868,2.3978952727983707,0
4244,13.0,3,129.0,4,5,12800,1,72.7,0,16.02,169.0,1,High Risk,9.45727857185611,1.791759469228055,0
4245,119.0,3,129.0,6,3,22800,0,100.0,1,13.59,14161.0,1,Perfect,10.034559673629849,1.3862943611198906,1
4246,119.0,3,129.0,3,2,2900,0,100.0,1,10.91,14161.0,1,Perfect,7.972810784121404,1.0986122886681098,1
4247,119.0,1,129.0,5,4,28500,2,100.0,1,16.02,14161.0,1,Perfect,10.25769445336048,1.6094379124341003,1
4248,119.0,2,129.0,2,4,63000,4,100.0,0,15.05,14161.0,1,Perfect,11.050905878263567,1.6094379124341003,0
4249,119.0,0,129.0,3,2,19300,1,100.0,0,10.41,14161.0,1,Perfect,9.867912187022208,1.0986122886681098,0
4250,25.0,3,26.0,10,8,10400,0,72.3,0,9.93,625.0,0,High Risk,9.249657234353133,2.1972245773362196,0
4251,47.0,1,47.0,5,0,4600,0,92.0,0,18.06,2209.0,0,Moderate Risk,8.434028950155469,0.0,0
4252,26.0,7,47.0,7,3,38800,6,72.7,0,26.3,676.0,0,High Risk,10.566201298475118,1.3862943611198906,0
4253,119.0,2,129.0,8,1,7000,1,100.0,0,20.39,14161.0,1,Perfect,8.853808274977197,0.6931471805599453,0
4254,16.0,6,18.0,2,1,5200,5,69.6,0,16.02,256.0,0,High Risk,8.556606193773073,0.6931471805599453,0
4255,119.0,1,49.0,4,6,34450,3,96.0,0,9.93,14161.0,0,Low Risk,10.44729330359671,1.9459101490553132,0
4256,119.0,0,129.0,5,2,12300,0,100.0,0,7.96,14161.0,1,Perfect,9.417435838868785,1.0986122886681098,0
4257,70.0,0,70.0,3,2,2600,0,83.3,0,26.77,4900.0,0,Moderate Risk,7.8636512654486515,1.0986122886681098,0
4258,119.0,4,129.0,4,5,37000,5,100.0,0,6.08,14161.0,1,Perfect,10.518700218288165,1.791759469228055,0
4259,119.0,7,129.0,3,4,27100,4,100.0,0,12.62,14161.0,1,Perfect,10.207325906555994,1.6094379124341003,0
4260,23.0,3,129.0,4,2,15300,4,91.7,0,14.07,529.0,1,Moderate Risk,9.635673464721814,1.0986122886681098,0
4261,60.0,2,129.0,1,1,15000,2,89.5,0,10.42,3600.0,1,Moderate Risk,9.61587214452889,0.6931471805599453,0
4262,15.0,5,129.0,7,3,12700,4,94.3,0,25.81,225.0,1,Moderate Risk,9.44943600950432,1.3862943611198906,0
4263,119.0,0,129.0,2,3,25300,0,100.0,0,6.08,14161.0,1,Perfect,10.138599199626192,1.3862943611198906,0
4264,61.0,0,61.0,1,0,0,0,80.0,0,9.92,3721.0,0,High Risk,0.0,0.0,0
4265,23.0,5,28.0,10,4,12800,2,86.7,0,20.39,529.0,0,Moderate Risk,9.45727857185611,1.6094379124341003,0
4266,119.0,0,129.0,2,2,34700,0,100.0,0,7.34,14161.0,1,Perfect,10.454523783963511,1.0986122886681098,0
4267,119.0,7,129.0,11,0,14300,0,100.0,0,10.9,14161.0,1,Perfect,9.568084743872936,0.0,0
4268,119.0,2,129.0,1,2,16700,0,100.0,0,10.91,14161.0,1,Perfect,9.723223876851618,1.0986122886681098,0
4269,119.0,0,129.0,3,1,27000,0,100.0,0,6.08,14161.0,1,Perfect,10.203629181337648,0.6931471805599453,0
4270,9.0,0,129.0,3,8,87770,6,90.0,0,7.97,81.0,1,Moderate Risk,11.382486428935865,2.1972245773362196,0
4271,119.0,4,129.0,5,1,10000,5,100.0,0,7.35,14161.0,1,Perfect,9.210440366976517,0.6931471805599453,0
4272,52.0,4,129.0,2,2,11500,2,96.3,1,10.41,2704.0,1,Low Risk,9.350189267092581,1.0986122886681098,1
4273,119.0,4,129.0,7,4,29500,3,100.0,1,17.09,14161.0,1,Perfect,10.292179440058462,1.6094379124341003,1
4274,119.0,2,67.0,5,4,23850,0,90.0,0,15.05,14161.0,0,Moderate Risk,10.079581424158677,1.6094379124341003,0
4275,4.0,1,129.0,4,4,27300,3,90.9,0,21.45,16.0,1,Moderate Risk,10.214678610538817,1.6094379124341003,0
4276,119.0,0,129.0,2,7,105400,3,100.0,0,7.34,14161.0,1,Perfect,11.565527402710426,2.0794415416798357,0
4277,119.0,1,129.0,4,5,6800,0,100.0,0,9.43,14161.0,1,Perfect,8.824824939175638,1.791759469228055,0
4278,119.0,1,129.0,9,9,15500,0,100.0,0,18.45,14161.0,1,Perfect,9.648659816955295,2.302585092994046,0
4279,119.0,1,129.0,1,3,38900,2,100.0,1,6.71,14161.0,1,Perfect,10.568775236216993,1.3862943611198906,1
4280,119.0,1,129.0,8,2,9200,0,100.0,0,12.61,14161.0,1,Perfect,9.127067452782361,1.0986122886681098,0
4281,119.0,2,129.0,6,3,24700,2,100.0,0,7.34,14161.0,1,Perfect,10.114599007626499,1.3862943611198906,0
4282,119.0,1,129.0,3,1,7500,0,100.0,0,19.42,14161.0,1,Perfect,8.922791623969637,0.6931471805599453,0
4283,119.0,0,129.0,3,2,4500,0,100.0,1,9.44,14161.0,1,Perfect,8.412054873292933,1.0986122886681098,1
4284,56.0,7,56.0,2,2,5500,1,83.3,0,12.62,3136.0,0,Moderate Risk,8.612685172875459,1.0986122886681098,0
4285,59.0,5,129.0,2,3,16500,0,96.7,0,11.99,3481.0,1,Low Risk,9.711176264112805,1.3862943611198906,0
4286,119.0,0,129.0,5,0,2500,0,100.0,0,15.05,14161.0,1,Perfect,7.824445930877619,0.0,0
4287,119.0,2,129.0,5,3,4200,0,100.0,0,16.01,14161.0,1,Perfect,8.343077871169383,1.3862943611198906,0
4288,119.0,0,129.0,3,1,17000,3,100.0,0,7.35,14161.0,1,Perfect,9.741027444837728,0.6931471805599453,0
4289,119.0,7,129.0,0,1,3000,3,100.0,1,7.35,14161.0,1,Perfect,8.006700845440367,0.6931471805599453,1
4290,119.0,6,129.0,5,7,67000,4,100.0,0,7.96,14161.0,1,Perfect,11.112462823634855,2.0794415416798357,0
4291,19.0,0,129.0,1,3,16200,2,80.0,0,17.09,361.0,1,High Risk,9.692828247710418,1.3862943611198906,0
4292,41.0,1,59.0,8,4,28300,4,72.4,0,22.91,1681.0,0,High Risk,10.250652418696085,1.6094379124341003,0
4293,76.0,0,76.0,0,1,14000,1,81.8,0,9.43,5776.0,0,Moderate Risk,9.546884034617925,0.6931471805599453,0
4294,119.0,2,129.0,2,2,47700,4,100.0,0,6.08,14161.0,1,Perfect,10.77270764101727,1.0986122886681098,0
4295,119.0,0,129.0,1,2,32100,0,100.0,0,6.07,14161.0,1,Perfect,10.376642461280849,1.0986122886681098,0
4296,57.0,5,57.0,7,1,1700,4,89.7,0,11.98,3249.0,0,Moderate Risk,7.438971592395862,0.6931471805599453,0
4297,29.0,2,129.0,4,2,42100,2,97.0,0,9.93,841.0,1,Low Risk,10.647826772357497,1.0986122886681098,0
4298,119.0,0,129.0,4,4,5400,0,100.0,0,20.0,14161.0,1,Perfect,8.594339400592892,1.6094379124341003,0
4299,119.0,1,129.0,0,3,32400,1,100.0,0,14.07,14161.0,1,Perfect,10.385944565501662,1.3862943611198906,0
4300,119.0,6,129.0,3,3,28800,1,100.0,0,6.07,14161.0,1,Perfect,10.268165387743457,1.3862943611198906,0
4301,44.0,3,48.0,5,1,6000,1,61.1,0,12.62,1936.0,0,High Risk,8.699681400989514,0.6931471805599453,0
4302,9.0,2,12.0,7,6,21200,2,59.4,0,12.62,81.0,0,High Risk,9.961803629358965,1.9459101490553132,0
4303,52.0,2,70.0,10,1,800,3,87.0,0,9.44,2704.0,0,Moderate Risk,6.68586094706836,0.6931471805599453,0
4304,31.0,1,129.0,1,2,30200,0,90.0,0,6.08,961.0,1,Moderate Risk,10.315630315397533,1.0986122886681098,0
4305,119.0,1,129.0,2,3,10900,1,100.0,1,9.44,14161.0,1,Perfect,9.296609807128359,1.3862943611198906,1
4306,119.0,3,129.0,9,7,45700,2,100.0,0,12.62,14161.0,1,Perfect,10.729875458480967,2.0794415416798357,0
4307,48.0,11,129.0,7,1,8000,2,100.0,0,18.06,2304.0,1,Perfect,8.987321812850125,0.6931471805599453,0
4308,119.0,0,129.0,2,3,38900,3,100.0,0,7.35,14161.0,1,Perfect,10.568775236216993,1.3862943611198906,0
4309,50.0,1,50.0,7,4,7600,3,95.8,0,15.04,2500.0,0,Low Risk,8.936035096566041,1.6094379124341003,0
4310,119.0,1,129.0,2,2,70600,0,100.0,0,10.42,14161.0,1,Perfect,11.16479958768697,1.0986122886681098,0
4311,72.0,3,129.0,9,4,24800,1,95.5,1,17.09,5184.0,1,Low Risk,10.118639253920785,1.6094379124341003,1
4312,24.0,1,24.0,1,5,15000,2,61.1,0,12.62,576.0,0,High Risk,9.61587214452889,1.791759469228055,0
4313,119.0,3,129.0,3,3,9000,0,100.0,0,11.98,14161.0,1,Perfect,9.105090961257085,1.3862943611198906,0
4314,71.0,26,71.0,17,1,16800,7,92.7,0,11.98,5041.0,0,Moderate Risk,9.729193687429403,0.6931471805599453,0
4315,119.0,0,70.0,7,11,73050,1,97.0,0,10.9,14161.0,0,Low Risk,11.198913106339084,2.4849066497880004,0
4316,50.0,0,50.0,8,1,9500,1,80.0,0,10.9,2500.0,0,High Risk,9.15915233520675,0.6931471805599453,0
4317,119.0,2,129.0,3,3,12500,0,100.0,0,17.09,14161.0,1,Perfect,9.433563920090563,1.3862943611198906,0
4318,119.0,5,129.0,3,3,15500,2,100.0,0,16.01,14161.0,1,Perfect,9.648659816955295,1.3862943611198906,0
4319,64.0,0,64.0,1,0,1500,0,50.0,0,7.35,4096.0,0,High Risk,7.313886831633462,0.0,0
4320,15.0,0,129.0,1,3,16200,1,75.8,0,5.31,225.0,1,High Risk,9.692828247710418,1.3862943611198906,0
4321,119.0,0,129.0,9,5,49700,2,97.9,0,6.72,14161.0,1,Low Risk,10.813780332606648,1.791759469228055,0
4322,7.0,3,129.0,9,5,48600,2,95.2,0,14.07,49.0,1,Low Risk,10.791399385808587,1.791759469228055,0
4323,119.0,1,129.0,2,1,19800,4,100.0,0,6.71,14161.0,1,Perfect,9.893487720457795,0.6931471805599453,0
4324,57.0,2,129.0,1,2,63300,1,96.3,0,9.43,3249.0,1,Low Risk,11.055656405795794,1.0986122886681098,0
4325,70.0,0,70.0,1,4,8300,0,96.8,0,6.72,4900.0,0,Low Risk,9.024131268455035,1.6094379124341003,0
4326,119.0,0,129.0,1,4,21200,0,100.0,0,14.08,14161.0,1,Perfect,9.961803629358965,1.6094379124341003,0
4327,60.0,2,129.0,3,1,28000,2,91.3,0,7.35,3600.0,1,Moderate Risk,10.239995502805316,0.6931471805599453,0
4328,53.0,1,129.0,3,1,2300,3,96.0,0,15.05,2809.0,1,Low Risk,7.741099090035366,0.6931471805599453,0
4329,119.0,2,129.0,1,0,0,0,100.0,0,16.02,14161.0,1,Perfect,0.0,0.0,0
4330,119.0,4,129.0,8,10,34500,0,100.0,1,13.58,14161.0,1,Perfect,10.448743588106625,2.3978952727983707,1
4331,119.0,0,129.0,4,3,20900,0,100.0,0,11.99,14161.0,1,Perfect,9.94755228369823,1.3862943611198906,0
4332,18.0,1,41.0,7,2,23600,0,86.7,0,16.02,324.0,0,Moderate Risk,10.069044362997353,1.0986122886681098,0
4333,119.0,1,129.0,5,5,24700,1,100.0,0,11.99,14161.0,1,Perfect,10.114599007626499,1.791759469228055,0
4334,17.0,6,55.0,10,5,27100,0,92.7,0,17.47,289.0,0,Moderate Risk,10.207325906555994,1.791759469228055,0
4335,119.0,0,129.0,2,2,20000,3,100.0,0,9.92,14161.0,1,Perfect,9.90353755128617,1.0986122886681098,0
4336,119.0,2,129.0,0,2,13600,0,100.0,0,5.32,14161.0,1,Perfect,9.517898598432753,1.0986122886681098,0
4337,14.0,20,129.0,5,3,14000,0,97.1,0,13.59,196.0,1,Low Risk,9.546884034617925,1.3862943611198906,0
4338,119.0,12,129.0,6,7,50600,3,100.0,0,9.93,14161.0,1,Perfect,10.831726617926124,2.0794415416798357,0
4339,119.0,4,129.0,4,3,22600,0,100.0,0,21.45,14161.0,1,Perfect,10.025749432069084,1.3862943611198906,0
4340,36.0,2,66.0,1,3,7600,0,85.0,0,16.02,1296.0,0,Moderate Risk,8.936035096566041,1.3862943611198906,0
4341,119.0,1,129.0,5,2,32000,1,100.0,0,6.72,14161.0,1,Perfect,10.373522431293592,1.0986122886681098,0
4342,4.0,1,14.0,2,8,14600,1,81.0,0,21.45,16.0,0,Moderate Risk,9.588845298501564,2.1972245773362196,0
4343,30.0,3,30.0,4,3,28200,1,95.6,0,11.98,900.0,0,Low Risk,10.247112717290387,1.3862943611198906,0
4344,119.0,1,129.0,12,2,7900,3,100.0,1,7.96,14161.0,1,Perfect,8.974744612722734,1.0986122886681098,1
4345,39.0,3,129.0,4,2,6300,0,91.7,0,19.03,1521.0,1,Moderate Risk,8.748463629942055,1.0986122886681098,0
4346,119.0,5,129.0,9,6,36500,1,100.0,1,9.93,14161.0,1,Perfect,10.505094936455558,1.9459101490553132,1
4347,27.0,4,129.0,8,1,3400,1,95.8,1,14.07,729.0,1,Low Risk,8.131824785007195,0.6931471805599453,1
4348,45.0,1,129.0,5,3,17200,3,90.9,0,15.04,2025.0,1,Moderate Risk,9.75272280064639,1.3862943611198906,0
4349,119.0,0,129.0,2,23,169700,2,100.0,0,9.44,14161.0,1,Perfect,12.04179334395687,3.1780538303479458,0
4350,119.0,1,129.0,3,1,6500,0,100.0,0,20.0,14161.0,1,Perfect,8.77971129020447,0.6931471805599453,0
4351,119.0,0,129.0,3,4,10700,0,100.0,0,11.99,14161.0,1,Perfect,9.278092474027002,1.6094379124341003,0
4352,119.0,2,129.0,4,4,26900,0,100.0,0,6.07,14161.0,1,Perfect,10.199918739620157,1.6094379124341003,0
4353,74.0,1,74.0,1,4,33700,0,93.8,0,9.43,5476.0,0,Moderate Risk,10.425282789490705,1.6094379124341003,0
4354,119.0,3,129.0,3,1,16500,0,100.0,0,11.99,14161.0,1,Perfect,9.711176264112805,0.6931471805599453,0
4355,10.0,0,129.0,1,5,31000,2,92.9,0,19.03,100.0,1,Moderate Risk,10.34177474101152,1.791759469228055,0
4356,119.0,1,129.0,7,3,10000,1,100.0,0,12.62,14161.0,1,Perfect,9.210440366976517,1.3862943611198906,0
4357,119.0,0,129.0,2,1,30000,0,100.0,0,7.34,14161.0,1,Perfect,10.308985993422082,0.6931471805599453,0
4358,119.0,1,129.0,6,8,31200,0,100.0,0,7.96,14161.0,1,Perfect,10.348205424565993,2.1972245773362196,0
4359,7.0,6,7.0,5,4,30600,3,96.7,1,10.41,49.0,0,Low Risk,10.328787967145063,1.6094379124341003,1
4360,62.0,0,62.0,4,1,5500,1,95.8,0,14.08,3844.0,0,Low Risk,8.612685172875459,0.6931471805599453,0
4361,31.0,2,129.0,6,8,8500,3,65.4,0,19.42,961.0,1,High Risk,9.04793908261736,2.1972245773362196,0
4362,8.0,3,129.0,4,0,8000,0,96.0,1,17.09,64.0,1,Low Risk,8.987321812850125,0.0,1
4363,3.0,0,6.0,1,4,9900,2,75.0,0,9.93,9.0,0,High Risk,9.200391041122515,1.6094379124341003,0
4364,32.0,2,129.0,2,6,87900,0,94.4,0,15.04,1024.0,1,Moderate Risk,11.383966460172834,1.9459101490553132,0
4365,119.0,3,129.0,11,2,113300,1,100.0,0,6.71,14161.0,1,Perfect,11.63780327310248,1.0986122886681098,0
4366,119.0,6,129.0,12,3,22800,2,100.0,0,20.39,14161.0,1,Perfect,10.034559673629849,1.3862943611198906,0
4367,74.0,3,74.0,10,3,5800,3,89.5,0,23.88,5476.0,0,Moderate Risk,8.665785595466064,1.3862943611198906,0
4368,119.0,1,129.0,5,2,18200,1,100.0,1,9.44,14161.0,1,Perfect,9.809231816610408,1.0986122886681098,1
4369,119.0,1,129.0,2,7,20300,0,100.0,0,19.03,14161.0,1,Perfect,9.918425424900335,2.0794415416798357,0
4370,119.0,1,129.0,4,3,18000,1,100.0,0,9.44,14161.0,1,Perfect,9.798182590890704,1.3862943611198906,0
4371,7.0,0,20.0,0,5,27700,0,80.8,0,9.92,49.0,0,Moderate Risk,10.229223792606835,1.791759469228055,0
4372,62.0,2,62.0,7,6,35100,0,91.4,1,16.01,3844.0,0,Moderate Risk,10.465984899076615,1.9459101490553132,1
4373,52.0,3,129.0,8,4,15600,0,92.9,0,9.93,2704.0,1,Moderate Risk,9.65509029374725,1.6094379124341003,0
4374,119.0,1,129.0,2,4,48500,0,100.0,0,5.32,14161.0,1,Perfect,10.789339695269716,1.6094379124341003,0
4375,119.0,0,129.0,3,4,33300,0,100.0,0,17.09,14161.0,1,Perfect,10.413342705547674,1.6094379124341003,0
4376,119.0,1,129.0,4,7,35200,3,100.0,0,7.96,14161.0,1,Perfect,10.468829770273567,2.0794415416798357,0
4377,53.0,0,129.0,5,3,33000,6,96.4,0,7.34,2809.0,1,Low Risk,10.404293143019792,1.3862943611198906,0
4378,119.0,0,129.0,2,3,24500,0,100.0,0,9.43,14161.0,1,Perfect,10.106469212026385,1.3862943611198906,0
4379,119.0,3,129.0,4,7,41200,0,100.0,0,10.91,14161.0,1,Perfect,10.626217806887722,2.0794415416798357,0
4380,119.0,0,129.0,6,7,37200,0,100.0,1,16.02,14161.0,1,Perfect,10.524090921620362,2.0794415416798357,1
4381,119.0,5,129.0,9,2,27800,0,100.0,0,11.99,14161.0,1,Perfect,10.2328272702548,1.0986122886681098,0
4382,119.0,0,129.0,2,7,73600,1,100.0,0,7.35,14161.0,1,Perfect,11.206413891581187,2.0794415416798357,0
4383,80.0,1,80.0,8,7,90700,0,95.0,0,23.87,6400.0,0,Moderate Risk,11.415323661400773,2.0794415416798357,0
4384,119.0,0,129.0,2,1,11300,0,100.0,0,7.97,14161.0,1,Perfect,9.332646496360152,0.6931471805599453,0
4385,27.0,0,129.0,1,7,23400,0,94.4,0,14.08,729.0,1,Moderate Risk,10.060534035475412,2.0794415416798357,0
4386,34.0,1,36.0,4,2,10300,0,93.8,0,10.9,1156.0,0,Moderate Risk,9.239996256883693,1.0986122886681098,0
4387,119.0,3,129.0,1,2,5200,0,100.0,1,14.07,14161.0,1,Perfect,8.556606193773073,1.0986122886681098,1
4388,79.0,0,129.0,4,5,35400,5,96.8,0,9.44,6241.0,1,Low Risk,10.474495347310453,1.791759469228055,0
4389,119.0,2,129.0,4,1,4500,0,100.0,0,9.92,14161.0,1,Perfect,8.412054873292933,0.6931471805599453,0
4390,119.0,1,129.0,3,0,0,0,100.0,0,10.91,14161.0,1,Perfect,0.0,0.0,0
4391,119.0,0,129.0,6,0,3300,0,100.0,0,11.99,14161.0,1,Perfect,8.101980731853192,0.0,0
4392,119.0,3,129.0,10,4,57700,0,100.0,0,23.88,14161.0,1,Perfect,10.96302978336854,1.6094379124341003,0
4393,12.0,2,12.0,2,2,7300,1,75.0,1,16.02,144.0,0,High Risk,8.895766604056085,1.0986122886681098,1
4394,81.0,2,129.0,4,1,22000,4,96.9,0,7.35,6561.0,1,Low Risk,9.99884318585288,0.6931471805599453,0
4395,119.0,0,129.0,1,3,8700,0,100.0,0,21.85,14161.0,1,Perfect,9.071193240566025,1.3862943611198906,0
4396,66.0,6,129.0,9,9,83700,2,91.7,0,21.45,4356.0,1,Moderate Risk,11.3350062038375,2.302585092994046,0
4397,119.0,2,129.0,8,2,12000,0,100.0,1,16.02,14161.0,1,Perfect,9.392745258631441,1.0986122886681098,1
4398,20.0,2,129.0,11,4,11000,6,95.8,0,10.91,400.0,1,Low Risk,9.305741456739435,1.6094379124341003,0
4399,119.0,6,129.0,10,5,7000,2,100.0,0,12.61,14161.0,1,Perfect,8.853808274977197,1.791759469228055,0
4400,119.0,2,129.0,3,2,8800,0,100.0,1,10.91,14161.0,1,Perfect,9.082620630373812,1.0986122886681098,1
4401,119.0,1,129.0,1,1,700,1,100.0,1,17.47,14161.0,1,Perfect,6.55250788703459,0.6931471805599453,1
4402,23.0,0,129.0,3,5,52200,2,94.9,0,9.44,529.0,1,Moderate Risk,10.862856930775358,1.791759469228055,0
4403,119.0,9,129.0,4,3,29800,4,100.0,0,12.62,14161.0,1,Perfect,10.30229722897745,1.3862943611198906,0
4404,75.0,2,129.0,8,4,42400,5,95.7,0,14.08,5625.0,1,Low Risk,10.65492722584759,1.6094379124341003,0
4405,119.0,0,129.0,0,2,33800,0,100.0,0,6.08,14161.0,1,Perfect,10.428245666832275,1.0986122886681098,0
4406,51.0,1,51.0,8,5,11000,0,94.7,0,13.58,2601.0,0,Moderate Risk,9.305741456739435,1.791759469228055,0
4407,119.0,1,129.0,6,4,18700,0,100.0,0,9.93,14161.0,1,Perfect,9.83633227734872,1.6094379124341003,0
4408,60.0,3,68.0,2,6,27100,0,94.0,0,11.98,3600.0,0,Moderate Risk,10.207325906555994,1.9459101490553132,0
4409,119.0,0,129.0,5,3,39500,0,100.0,0,7.35,14161.0,1,Perfect,10.584081267024454,1.3862943611198906,0
4410,48.0,2,60.0,5,5,37000,3,80.0,0,7.35,2304.0,0,High Risk,10.518700218288165,1.791759469228055,0
4411,119.0,2,129.0,5,7,37500,1,100.0,0,12.62,14161.0,1,Perfect,10.53212287826962,2.0794415416798357,0
4412,39.0,5,56.0,4,0,14800,8,64.0,0,11.99,1521.0,0,High Risk,9.60245002503719,0.0,0
4413,11.0,2,129.0,3,7,35400,2,100.0,0,17.09,121.0,1,Perfect,10.474495347310453,2.0794415416798357,0
4414,52.0,2,129.0,5,5,29800,7,92.6,0,7.34,2704.0,1,Moderate Risk,10.30229722897745,1.791759469228055,0
4415,119.0,2,129.0,15,7,9300,0,100.0,0,21.45,14161.0,1,Perfect,9.137877200242468,2.0794415416798357,0
4416,119.0,1,129.0,5,3,22500,1,100.0,0,9.43,14161.0,1,Perfect,10.021315031649332,1.3862943611198906,0
4417,119.0,2,129.0,11,8,27300,3,100.0,0,10.91,14161.0,1,Perfect,10.214678610538817,2.1972245773362196,0
4418,57.0,3,129.0,9,4,46600,2,100.0,0,12.61,3249.0,1,Perfect,10.74937727911096,1.6094379124341003,0
4419,119.0,0,129.0,1,1,13000,0,100.0,0,9.43,14161.0,1,Perfect,9.472781556562168,0.6931471805599453,0
4420,67.0,0,129.0,7,3,7900,3,94.7,0,9.92,4489.0,1,Moderate Risk,8.974744612722734,1.3862943611198906,0
4421,67.0,2,129.0,4,3,9300,3,97.1,0,10.9,4489.0,1,Low Risk,9.137877200242468,1.3862943611198906,0
4422,119.0,1,129.0,1,2,9000,0,100.0,0,11.98,14161.0,1,Perfect,9.105090961257085,1.0986122886681098,0
4423,7.0,0,129.0,3,3,10200,0,94.1,0,17.09,49.0,1,Moderate Risk,9.23024103368252,1.3862943611198906,0
4424,25.0,1,129.0,2,2,8000,0,95.2,0,25.82,625.0,1,Low Risk,8.987321812850125,1.0986122886681098,0
4425,119.0,0,129.0,6,1,500,0,100.0,0,16.01,14161.0,1,Perfect,6.2166061010848646,0.6931471805599453,0
4426,119.0,0,129.0,2,3,21700,3,100.0,0,19.42,14161.0,1,Perfect,9.985113621416073,1.3862943611198906,0
4427,119.0,2,129.0,6,1,22600,0,100.0,0,13.59,14161.0,1,Perfect,10.025749432069084,0.6931471805599453,0
4428,119.0,5,129.0,11,4,28700,1,100.0,1,9.44,14161.0,1,Perfect,10.264687244346277,1.6094379124341003,1
4429,34.0,2,34.0,0,1,2000,1,80.0,0,9.92,1156.0,0,High Risk,7.601402334583733,0.6931471805599453,0
4430,119.0,0,129.0,3,1,6700,1,100.0,0,10.9,14161.0,1,Perfect,8.81001204797317,0.6931471805599453,0
4431,76.0,0,80.0,1,1,12500,4,91.7,0,9.44,5776.0,0,Moderate Risk,9.433563920090563,0.6931471805599453,0
4432,119.0,1,129.0,3,1,14600,3,100.0,1,13.58,14161.0,1,Perfect,9.588845298501564,0.6931471805599453,1
4433,46.0,3,46.0,5,2,4500,1,78.3,0,13.59,2116.0,0,High Risk,8.412054873292933,1.0986122886681098,0
4434,119.0,1,129.0,2,2,41100,0,100.0,0,9.43,14161.0,1,Perfect,10.623787731088578,1.0986122886681098,0
4435,63.0,6,129.0,0,7,31400,0,95.8,0,10.9,3969.0,1,Low Risk,10.354595018522993,2.0794415416798357,0
4436,24.0,2,48.0,9,4,12200,0,87.0,0,20.0,576.0,0,Moderate Risk,9.409273194575334,1.6094379124341003,0
4437,37.0,1,129.0,1,1,6000,1,92.9,0,13.59,1369.0,1,Moderate Risk,8.699681400989514,0.6931471805599453,0
4438,16.0,1,38.0,2,4,8200,0,87.0,0,15.05,256.0,0,Moderate Risk,9.012011377036412,1.6094379124341003,0
4439,35.0,0,41.0,1,1,3100,0,45.0,0,6.08,1225.0,0,High Risk,8.03947991910045,0.6931471805599453,0
